benchmark,occluder_type,metric,score,visibility
ImageNet-1K,,accuracy,0.597906010230179,
ImageNet-Occluded,horizontal_bars_02,accuracy,0.0062539961636828,0.1
ImageNet-Occluded,horizontal_bars_02,accuracy,0.0435781649616368,0.2
ImageNet-Occluded,horizontal_bars_02,accuracy,0.1166679987212276,0.3
ImageNet-Occluded,horizontal_bars_02,accuracy,0.2123761189258312,0.4
ImageNet-Occluded,horizontal_bars_02,accuracy,0.3072490409359603,0.5
ImageNet-Occluded,horizontal_bars_02,accuracy,0.394161604859335,0.6
ImageNet-Occluded,horizontal_bars_02,accuracy,0.4631194053860881,0.7
ImageNet-Occluded,horizontal_bars_02,accuracy,0.5148017902660857,0.8
ImageNet-Occluded,horizontal_bars_02,accuracy,0.5497202685726877,0.9
ImageNet-Occluded,horizontal_bars_04,accuracy,0.0071731138107416,0.1
ImageNet-Occluded,horizontal_bars_04,accuracy,0.0531689578005115,0.2
ImageNet-Occluded,horizontal_bars_04,accuracy,0.1397538363095134,0.3
ImageNet-Occluded,horizontal_bars_04,accuracy,0.2431585677825581,0.4
ImageNet-Occluded,horizontal_bars_04,accuracy,0.3340073529716648,0.5
ImageNet-Occluded,horizontal_bars_04,accuracy,0.4029052110431749,0.6
ImageNet-Occluded,horizontal_bars_04,accuracy,0.4637308183990781,0.7
ImageNet-Occluded,horizontal_bars_04,accuracy,0.4986173273504847,0.8
ImageNet-Occluded,horizontal_bars_04,accuracy,0.5295875958926842,0.9
ImageNet-Occluded,horizontal_bars_08,accuracy,0.005894341432225,0.1
ImageNet-Occluded,horizontal_bars_08,accuracy,0.0337515984664259,0.2
ImageNet-Occluded,horizontal_bars_08,accuracy,0.0933423913119699,0.3
ImageNet-Occluded,horizontal_bars_08,accuracy,0.186912563946241,0.4
ImageNet-Occluded,horizontal_bars_08,accuracy,0.2855858375959079,0.5
ImageNet-Occluded,horizontal_bars_08,accuracy,0.3448529411917147,0.6
ImageNet-Occluded,horizontal_bars_08,accuracy,0.4101102941328912,0.7
ImageNet-Occluded,horizontal_bars_08,accuracy,0.4564178388594361,0.8
ImageNet-Occluded,horizontal_bars_08,accuracy,0.5085278132839886,0.9
ImageNet-Occluded,horizontal_bars_16,accuracy,0.004775415601023,0.1
ImageNet-Occluded,horizontal_bars_16,accuracy,0.0099224744250288,0.2
ImageNet-Occluded,horizontal_bars_16,accuracy,0.0411045396428964,0.3
ImageNet-Occluded,horizontal_bars_16,accuracy,0.0848305626674686,0.4
ImageNet-Occluded,horizontal_bars_16,accuracy,0.1866767902660857,0.5
ImageNet-Occluded,horizontal_bars_16,accuracy,0.2583040281787248,0.6
ImageNet-Occluded,horizontal_bars_16,accuracy,0.3372762148337596,0.7
ImageNet-Occluded,horizontal_bars_16,accuracy,0.4154052110126866,0.8
ImageNet-Occluded,horizontal_bars_16,accuracy,0.5021819054623089,0.9
ImageNet-Occluded,oblique_bars_02,accuracy,0.015457161125796,0.1
ImageNet-Occluded,oblique_bars_02,accuracy,0.0910126278772378,0.2
ImageNet-Occluded,oblique_bars_02,accuracy,0.1881273976905876,0.3
ImageNet-Occluded,oblique_bars_02,accuracy,0.2873121802992833,0.4
ImageNet-Occluded,oblique_bars_02,accuracy,0.3647418478718194,0.5
ImageNet-Occluded,oblique_bars_02,accuracy,0.4310901535441503,0.6
ImageNet-Occluded,oblique_bars_02,accuracy,0.4842431266289538,0.7
ImageNet-Occluded,oblique_bars_02,accuracy,0.522886029442253,0.8
ImageNet-Occluded,oblique_bars_02,accuracy,0.5535845588845061,0.9
ImageNet-Occluded,oblique_bars_04,accuracy,0.0102022058828293,0.1
ImageNet-Occluded,oblique_bars_04,accuracy,0.0681745524296675,0.2
ImageNet-Occluded,oblique_bars_04,accuracy,0.1633751598541694,0.3
ImageNet-Occluded,oblique_bars_04,accuracy,0.2681585677978023,0.4
ImageNet-Occluded,oblique_bars_04,accuracy,0.3480059143222506,0.5
ImageNet-Occluded,oblique_bars_04,accuracy,0.4201007033400523,0.6
ImageNet-Occluded,oblique_bars_04,accuracy,0.4696091751918158,0.7
ImageNet-Occluded,oblique_bars_04,accuracy,0.5123281649616368,0.8
ImageNet-Occluded,oblique_bars_04,accuracy,0.5367047634271099,0.9
ImageNet-Occluded,oblique_bars_08,accuracy,0.0072330562659846,0.1
ImageNet-Occluded,oblique_bars_08,accuracy,0.0345428388784913,0.2
ImageNet-Occluded,oblique_bars_08,accuracy,0.1172474424552429,0.3
ImageNet-Occluded,oblique_bars_08,accuracy,0.2170036764782103,0.4
ImageNet-Occluded,oblique_bars_08,accuracy,0.306613650925629,0.5
ImageNet-Occluded,oblique_bars_08,accuracy,0.3838754795548861,0.6
ImageNet-Occluded,oblique_bars_08,accuracy,0.4342790920563671,0.7
ImageNet-Occluded,oblique_bars_08,accuracy,0.4708040281177482,0.8
ImageNet-Occluded,oblique_bars_08,accuracy,0.506337915692488,0.9
ImageNet-Occluded,oblique_bars_16,accuracy,0.0038762787723785,0.1
ImageNet-Occluded,oblique_bars_16,accuracy,0.0118885869565217,0.2
ImageNet-Occluded,oblique_bars_16,accuracy,0.0324008951411413,0.3
ImageNet-Occluded,oblique_bars_16,accuracy,0.0751918158577302,0.4
ImageNet-Occluded,oblique_bars_16,accuracy,0.1360014386265479,0.5
ImageNet-Occluded,oblique_bars_16,accuracy,0.2238131393785671,0.6
ImageNet-Occluded,oblique_bars_16,accuracy,0.3118086637133527,0.7
ImageNet-Occluded,oblique_bars_16,accuracy,0.3718150575904895,0.8
ImageNet-Occluded,oblique_bars_16,accuracy,0.4590992647058823,0.9
ImageNet-Occluded,vertical_bars_02,accuracy,0.0055746483375959,0.1
ImageNet-Occluded,vertical_bars_02,accuracy,0.0522618286521233,0.2
ImageNet-Occluded,vertical_bars_02,accuracy,0.1413762787800005,0.3
ImageNet-Occluded,vertical_bars_02,accuracy,0.2477781329770832,0.4
ImageNet-Occluded,vertical_bars_02,accuracy,0.3460677749360614,0.5
ImageNet-Occluded,vertical_bars_02,accuracy,0.4249040921173437,0.6
ImageNet-Occluded,vertical_bars_02,accuracy,0.4795556265832213,0.7
ImageNet-Occluded,vertical_bars_02,accuracy,0.5194013746803069,0.8
