benchmark,occluder_type,metric,score,visibility
ImageNet-1K,,accuracy,0.4598984974424552,
ImageNet-Occluded,horizontal_bars_02,accuracy,0.0024296675196579,0.1
ImageNet-Occluded,horizontal_bars_02,accuracy,0.014290281330876,0.2
ImageNet-Occluded,horizontal_bars_02,accuracy,0.0542479219948849,0.3
ImageNet-Occluded,horizontal_bars_02,accuracy,0.1146059782646806,0.4
ImageNet-Occluded,horizontal_bars_02,accuracy,0.183228101038262,0.5
ImageNet-Occluded,horizontal_bars_02,accuracy,0.2524416560254743,0.6
ImageNet-Occluded,horizontal_bars_02,accuracy,0.3129875319997978,0.7
ImageNet-Occluded,horizontal_bars_02,accuracy,0.3610134271099744,0.8
ImageNet-Occluded,horizontal_bars_02,accuracy,0.4043358376111521,0.9
ImageNet-Occluded,horizontal_bars_04,accuracy,0.0021179667519181,0.1
ImageNet-Occluded,horizontal_bars_04,accuracy,0.013778772378993,0.2
ImageNet-Occluded,horizontal_bars_04,accuracy,0.0548073849104859,0.3
ImageNet-Occluded,horizontal_bars_04,accuracy,0.1220148657365223,0.4
ImageNet-Occluded,horizontal_bars_04,accuracy,0.1907808503988758,0.5
ImageNet-Occluded,horizontal_bars_04,accuracy,0.2553708439745256,0.6
ImageNet-Occluded,horizontal_bars_04,accuracy,0.3171395460510497,0.7
ImageNet-Occluded,horizontal_bars_04,accuracy,0.3606977301942723,0.8
ImageNet-Occluded,horizontal_bars_04,accuracy,0.3859055306752929,0.9
ImageNet-Occluded,horizontal_bars_08,accuracy,0.0026574488491048,0.1
ImageNet-Occluded,horizontal_bars_08,accuracy,0.0068734015345268,0.2
ImageNet-Occluded,horizontal_bars_08,accuracy,0.0281210038382226,0.3
ImageNet-Occluded,horizontal_bars_08,accuracy,0.0881673593426604,0.4
ImageNet-Occluded,horizontal_bars_08,accuracy,0.1584718670229168,0.5
ImageNet-Occluded,horizontal_bars_08,accuracy,0.2260909526777999,0.6
ImageNet-Occluded,horizontal_bars_08,accuracy,0.2861253196930946,0.7
ImageNet-Occluded,horizontal_bars_08,accuracy,0.3099424552429667,0.8
ImageNet-Occluded,horizontal_bars_08,accuracy,0.3264226342939659,0.9
ImageNet-Occluded,horizontal_bars_16,accuracy,0.0026974104859335,0.1
ImageNet-Occluded,horizontal_bars_16,accuracy,0.0044157608695652,0.2
ImageNet-Occluded,horizontal_bars_16,accuracy,0.0104020140669725,0.3
ImageNet-Occluded,horizontal_bars_16,accuracy,0.0210597826086956,0.4
ImageNet-Occluded,horizontal_bars_16,accuracy,0.04851742327461,0.5
ImageNet-Occluded,horizontal_bars_16,accuracy,0.0925871163720974,0.6
ImageNet-Occluded,horizontal_bars_16,accuracy,0.1413922634194879,0.7
ImageNet-Occluded,horizontal_bars_16,accuracy,0.1997442455471629,0.8
ImageNet-Occluded,horizontal_bars_16,accuracy,0.2694093670381609,0.9
ImageNet-Occluded,oblique_bars_02,accuracy,0.0036365089514066,0.1
ImageNet-Occluded,oblique_bars_02,accuracy,0.0378876278734268,0.2
ImageNet-Occluded,oblique_bars_02,accuracy,0.1073329603618673,0.3
ImageNet-Occluded,oblique_bars_02,accuracy,0.1840832800511509,0.4
